question_text,correct_option,nivel_dificultad,category,points,option_a,option_b,option_c
¿Cuál es el propósito de un "hash" en el desarrollo backend?,A,1,backend,10,Transformar datos en una cadena de caracteres fija de longitud,Definir la estructura de una base de datos,Configurar la seguridad en un servidor web
¿Qué es el "patrón de diseño Factory Method" en el desarrollo backend?,A,1,backend,10,Permite la creación de objetos sin especificar la clase exacta del objeto que se creará,Manejo de la comunicación entre el cliente y el servidor,Organización de archivos en una aplicación web
¿En qué consiste el concepto de "restricciones de integridad" en bases de datos en el desarrollo backend?,A,1,backend,10,Reglas que garantizan la validez y coherencia de los datos,Un formato de intercambio de datos,Una técnica para escribir código eficiente
¿Cuál es el propósito del "método OPTIONS" en una solicitud HTTP?,A,1,backend,10,Obtener información sobre las opciones y requisitos de comunicación permitidos,Realizar una operación de eliminación en el servidor,Actualizar información en la base de datos
¿Cuál de los siguientes no es un lenguaje de programación utilizado comúnmente en el desarrollo backend?,A,2,backend,15,HTML,Python,Java
En el contexto de bases de datos ¿qué significa el término "ORM"?,A,2,backend,15,Mapeo Objeto-Relacional,Objetos Regulares de Manipulación,Operaciones Relacionales de Modelado
¿Cuál de las siguientes no es una ventaja de utilizar microservicios en arquitecturas backend?,B,2,backend,15,Escalabilidad Independiente,Mayor Acoplamiento,Despliegue Independiente
¿Cuál de los siguientes métodos HTTP se utiliza comúnmente para actualizar recursos en una API RESTful?,C,2,backend,15,GET,POST,PUT
¿Cuál es el propósito principal de un servidor de aplicaciones en el desarrollo backend?,B,2,backend,15,Renderizar Páginas Web,Ejecutar y Gestionar Aplicaciones,Almacenar Datos de Usuario
En el contexto de la programación asíncrona ¿qué es una "promesa"?,A,2,backend,15,Objeto que representa el resultado o fallo de una operación asíncrona,Función que maneja errores síncronos,Variable que almacena datos temporales
¿Cuál de los siguientes es un beneficio clave de la implementación de la autenticación basada en tokens en una aplicación backend?,C,2,backend,15,Simplicidad en el Manejo de Contraseñas,Almacenamiento Local de Contraseñas,Escalabilidad y Desempeño
¿Qué es un "middleware" en el contexto de un framework de desarrollo backend?,B,2,backend,15,Una Capa de Interfaz de Usuario,Un componente que procesa las solicitudes HTTP antes de llegar a las rutas finales,Un Servidor de Almacenamiento de Datos
¿Cuál de los siguientes conceptos es fundamental en el diseño de sistemas distribuidos?,C,2,backend,15,Monolito,Microservicios,Consistencia
¿Qué es el patrón de diseño "Singleton" y en qué contexto se utiliza comúnmente en el desarrollo backend?,A,2,backend,15,Garantizar que una clase tenga una única instancia y proporcionar un punto de acceso global a ella,Distribuir la lógica de la aplicación en múltiples clases,Asegurar la concurrencia en las operaciones de base de datos
¿Cuál es el propósito principal de un sistema de mensajería en el contexto de arquitecturas de microservicios?,B,3,backend,20,Gestionar la comunicación asíncrona entre microservicios,Administrar bases de datos distribuidas,Optimizar consultas SQL complejas
En el diseño de bases de datos NoSQL ¿qué significa el término "sharding"?,A,3,backend,20,Dividir y distribuir los datos en varios nodos para mejorar la escalabilidad horizontal,Optimizar consultas en bases de datos relacionales,Establecer relaciones entre tablas
¿Qué es un "algoritmo de consenso" y por qué es importante en sistemas distribuidos?,C,3,backend,20,Un protocolo utilizado para lograr acuerdos entre nodos en un entorno distribuido,Garantizar la coherencia en bases de datos locales,Optimizar el rendimiento de consultas SQL
En el desarrollo de software ¿qué significa el principio SOLID "Inversión de Dependencias" (Dependency Inversion)?,B,3,backend,20,Los módulos de alto nivel no deben depender de los módulos de bajo nivel sino de abstracciones,Los módulos de bajo nivel deben depender de los módulos de alto nivel,Inyectar dependencias directamente en el código
¿Qué es un "cuello de botella" en el contexto de sistemas distribuidos?,A,3,backend,20,Un componente que limita el rendimiento general del sistema,Un patrón de diseño para mejorar la escalabilidad,Una implementación de enrutamiento de red
¿En qué se diferencian las bases de datos SQL y NoSQL en términos de esquema de datos?,B,3,backend,20,SQL utiliza un esquema fijo y predefinido mientras que NoSQL permite esquemas dinámicos,SQL permite esquemas dinámicos mientras que NoSQL utiliza un esquema fijo y predefinido,Ambos utilizan esquemas fijos y predefinidos
¿Cuál es el propósito principal de un servidor de aplicaciones en arquitecturas basadas en microservicios?,A,3,backend,20,Ejecutar y coordinar servicios específicos de microservicios,Renderizar interfaces de usuario,Administrar bases de datos centrales
En el contexto de la programación funcional ¿qué es la "inmutabilidad"?,C,3,backend,20,La incapacidad de cambiar el estado de un objeto después de su creación,La capacidad de cambiar dinámicamente el estado de un objeto,La restricción de acceso a métodos específicos de un objeto
¿Qué es el patrón "Circuit Breaker" y cómo ayuda a mejorar la tolerancia a fallos en sistemas distribuidos?,B,3,backend,20,Un patrón para evitar la sobrecarga de la red cambiando a un modo de operación alternativo,Un mecanismo que detecta errores en tiempo de compilación mejorando la seguridad,Un componente que divide las operaciones en microservicios más pequeños para mejorar la eficiencia
En el contexto de bases de datos ¿qué es la "normalización" y cuál es su propósito principal?,A,3,backend,20,Organizar los datos en tablas relacionadas para reducir la redundancia y mejorar la integridad,Mejorar la velocidad de las consultas SQL mediante la desnormalización,Optimizar la distribución de datos en bases de datos NoSQL
¿Qué es la "comunicación asíncrona" y cuándo es apropiada en el desarrollo backend?,A,3,backend,20,Un modelo de comunicación donde el remitente y el receptor no están sincronizados en el tiempo es apropiado para tareas no bloqueantes y eventos,Un modelo de comunicación donde el remitente y el receptor están sincronizados en el tiempo es apropiado para tareas intensivas en CPU,Un modelo de comunicación basado en protocolos UDP para mejorar la velocidad de transmisión
¿Cuál es la diferencia clave entre la autenticación y la autorización en el contexto de sistemas backend?,B,3,backend,20,La autenticación verifica la identidad mientras que la autorización verifica los permisos,La autorización verifica la identidad mientras que la autenticación verifica los permisos,Ambos términos se utilizan indistintamente en el contexto de sistemas backend
¿Qué es un "patrón de diseño de fábrica abstracta" y en qué contexto se utiliza comúnmente en el desarrollo backend?,A,3,backend,20,Un patrón que proporciona una interfaz para crear familias de objetos relacionados o dependientes sin especificar sus clases concretas,Un patrón para crear instancias de objetos sin la necesidad de una clase de fábrica,Un patrón para construir objetos complejos paso a paso
¿Qué es el "teorema CAP" y cómo se aplica en sistemas distribuidos?,A,3,backend,20,Establece que un sistema distribuido no puede ofrecer simultáneamente consistencia disponibilidad y tolerancia a particiones y se aplica en el diseño de arquitecturas distribuidas,Define las capacidades mínimas de CPU memoria y red necesarias para un sistema distribuido,Establece la importancia de la coherencia en sistemas distribuidos
¿Qué es el "testing de carga" y por qué es crucial en el desarrollo de software backend?,C,3,backend,20,Una técnica para evaluar el rendimiento y la capacidad de respuesta de una aplicación bajo condiciones de carga simuladas,Una técnica para verificar la funcionalidad de una aplicación en condiciones de baja carga,Una técnica para evaluar la seguridad de una aplicación
En el desarrollo de microservicios ¿cuál es la ventaja de utilizar el patrón "API Gateway"?,A,3,backend,20,Centraliza la gestión de solicitudes proporciona seguridad y facilita la escalabilidad,Desacopla completamente los microservicios aumentando la independencia,Optimiza la velocidad de respuesta al cliente
¿Qué es la "refactorización" y por qué es una práctica común en el desarrollo de software?,A,3,backend,20,La mejora continua del código sin cambiar su comportamiento externo para mejorar la legibilidad mantenibilidad y eficiencia,La reescritura completa de un programa para introducir nuevas características,La revisión y corrección de errores críticos en el código fuente
¿Cuál es el propósito de utilizar "contenedores" en el desarrollo de software y cómo difieren de las máquinas virtuales?,B,3,backend,20,Los contenedores proporcionan una forma de empaquetar distribuir y ejecutar aplicaciones con sus dependencias siendo más livianos que las máquinas virtuales,Los contenedores emulan sistemas operativos completos mientras que las máquinas virtuales solo emulan aplicaciones,Los contenedores son útiles solo para el desarrollo mientras que las máquinas virtuales son utilizadas en entornos de producción
¿Qué es el "principio DRY" en desarrollo de software y por qué es importante seguirlo?,A,3,backend,20,"Don't Repeat Yourself" (No te repitas): Evita la duplicación de código para mejorar la mantenibilidad y reducir errores,Elimina código no utilizado para mejorar la eficiencia,Aplica múltiples veces un mismo patrón de diseño para garantizar su efectividad
¿Qué es el "principio de responsabilidad única" en desarrollo de software y por qué es un concepto clave?,A,3,backend,20,Una clase debe tener un solo motivo para cambiar promoviendo la cohesión y facilitando el mantenimiento,Una clase debe tener múltiples motivos para cambiar aumentando la flexibilidad del código,Una clase no debe cambiar en absoluto asegurando la estabilidad del sistema
¿Cuál es la diferencia entre una "llave primaria" y una "llave foránea" en una base de datos relacional?,B,3,backend,20,La llave primaria identifica de manera única una fila en una tabla mientras que la llave foránea establece una relación entre dos tablas,La llave primaria establece una relación entre dos tablas mientras que la llave foránea identifica de manera única una fila en una tabla,Ambas llaves cumplen la misma función y se pueden utilizar indistintamente
¿Qué es el "teorema de la incompletitud de Gödel" y cómo se relaciona con la teoría de la computación?,A,3,backend,20,Establece que en cualquier sistema formal suficientemente potente hay afirmaciones que no pueden demostrarse dentro del sistema y se relaciona con los límites de la computación y la demostración,Define que todos los problemas en la teoría de la computación pueden resolverse de manera algorítmica y se aplica a la resolución de problemas complejos,Establece que cualquier problema en la teoría de la computación tiene una solución única y se relaciona con la simplicidad de los algoritmos
En el desarrollo de software ¿qué es el "principio de inversión de dependencia" y por qué es beneficioso seguirlo?,A,3,backend,20,Los módulos de alto nivel no deben depender de los módulos de bajo nivel sino de abstracciones aumentando la flexibilidad y facilitando el cambio,Los módulos de bajo nivel deben depender de los módulos de alto nivel para asegurar la consistencia,Los módulos no deben depender entre sí promoviendo la independencia completa
¿Cuál es la diferencia entre "pruebas unitarias" y "pruebas de integración" en el desarrollo de software?,B,3,backend,20,Las pruebas unitarias evalúan individualmente cada componente mientras que las pruebas de integración evalúan la interacción entre varios componentes,La única diferencia es el nombre ya que ambos términos se utilizan indistintamente ambas evaluando la interacción entre varios componentes,Las pruebas unitarias evalúan la interacción entre varios componentes mientras que las pruebas de integración evalúan individualmente cada componente
¿Qué es el "teorema del límite superior de la complejidad computacional" y cómo afecta la eficiencia de los algoritmos?,C,3,backend,20,Establece que existe un límite superior para la cantidad de recursos (tiempo espacio) que puede consumir un algoritmo para resolver un problema y afecta la elección y diseño de algoritmos eficientes,Establece que no hay límite para la complejidad computacional y afecta la viabilidad de implementar algoritmos en sistemas reales,Establece que la complejidad computacional solo se aplica a problemas teóricos y no afecta la eficiencia práctica de los algoritmos
¿En qué consiste la "persistencia de datos" en el desarrollo de software y cuáles son las opciones comunes para implementarla?,B,3,backend,20,La persistencia de datos implica el almacenamiento duradero de la información y las opciones comunes incluyen bases de datos relacionales NoSQL y sistemas de archivos,La persistencia de datos implica la transmisión de información entre aplicaciones y las opciones comunes incluyen servicios web y API,El término "persistencia de datos" no se aplica en el desarrollo de software
En sistemas distribuidos ¿qué desafíos pueden surgir al manejar la "consistencia eventual"?,A,3,backend,20,La posibilidad de que los nodos tengan copias no actualizadas durante un período de tiempo y la necesidad de resolver conflictos,La garantía de que todos los nodos tengan datos actualizados en todo momento sin posibilidad de conflictos,La incapacidad de compartir datos entre nodos lo que limita la consistencia
¿Qué es la "arquitectura orientada a eventos" y cuándo es apropiada en el desarrollo backend?,C,3,backend,20,Un enfoque en el que los componentes se comunican a través de eventos siendo apropiado para sistemas con múltiples servicios independientes,Un enfoque centrado en la manipulación de datos de manera secuencial siendo apropiado para sistemas monolíticos,Un enfoque basado en operaciones CRUD (Crear Leer Actualizar Eliminar) siendo apropiado para bases de datos relacionales

En el contexto de microservicios ¿qué es el "principio de autenticidad del servicio" y por qué es importante?,A,3,backend,20,Un servicio debe ser auténtico y transparente en su comportamiento, proporcionando información precisa sobre sus capacidades y limitaciones,Mejora la eficiencia del sistema al ocultar detalles internos de los servicios

¿Cuál es la unidad básica de la vida?,A,1,ciencia,10,Célula,Molécula,Átomo
¿Cuántos planetas hay en nuestro sistema solar?,A,1,ciencia,10,8,9,10
¿Qué gas necesitan las plantas para realizar la fotosíntesis?,A,1,ciencia,10,Dióxido de carbono,Oxígeno,Nitrógeno
¿Cuál es el hueso más largo del cuerpo humano?,A,1,ciencia,10,Fémur,Tibia,Húmero
¿Qué gas compone la mayor parte de la atmósfera terrestre?,A,1,ciencia,10,Nitrógeno,Oxígeno,Dióxido de carbono
¿Cuál es la fuerza que mantiene a los objetos en la Tierra atrayéndolos hacia su centro?,A,1,ciencia,10,Gravedad,Magnetismo,Energía
¿Cuál es el proceso por el cual las plantas fabrican su propio alimento?,A,1,ciencia,10,Fotosíntesis,Respiración,Transpiración
¿Cuál es el órgano responsable de bombear la sangre en el cuerpo humano?,A,1,ciencia,10,Corazón,Pulmón,Hígado
¿Cuál es el planeta más grande de nuestro sistema solar?,A,1,ciencia,10,Júpiter,Neptuno,Saturno
¿En qué parte del cuerpo se encuentra el cerebro?,A,1,ciencia,10,Cabeza,Abdomen,Pie
¿Cuál es la fórmula química del agua?,A,1,ciencia,10,H2O,CO2,NaCl
¿Qué tipo de energía tiene un objeto en movimiento?,A,1,ciencia,10,Energía cinética,Energía potencial,Energía térmica
¿Qué es un átomo?,A,1,ciencia,10,La unidad más pequeña de un elemento,Un tipo de molécula,Un compuesto químico
¿Cuál es la capa más externa de la Tierra?,A,1,ciencia,10,Corteza,Manto,Núcleo
¿Qué gas permite la respiración de los seres humanos?,A,1,ciencia,10,Oxígeno,Dióxido de carbono,Nitrógeno
¿Cuántos huesos tiene el cuerpo humano adulto?,A,1,ciencia,10,206,156,106
¿Cuál es la principal función de los pulmones?,A,1,ciencia,10,Intercambio de oxígeno y dióxido de carbono,Producción de sangre,Digestión
¿Cuál es el componente principal de la capa de ozono?,A,1,ciencia,10,Oxígeno,Ozono,Oxígeno atmosférico
¿Qué tipo de energía tiene un objeto en reposo?,A,1,ciencia,10,Energía potencial,Energía cinética,Energía térmica
¿Cuál es el planeta más cercano al Sol?,A,1,ciencia,10,Mercurio,Venus,Tierra
¿Qué organela es conocida como la "central de energía" de la célula?,A,1,ciencia,10,Mitochondria,Ribosoma,Retículo endoplasmático
¿Cuál es la función principal de la clorofila en las plantas?,A,1,ciencia,10,Realizar la fotosíntesis,Producir flores,Almacenar agua
¿Qué gas es esencial para la respiración de los seres humanos?,A,1,ciencia,10,Oxígeno,Nitrógeno,Dióxido de carbono
¿Cuál es el nombre del proceso por el cual las plantas liberan oxígeno?,A,1,ciencia,10,Fotosíntesis,Respiración,Transpiración
¿Cuántos lados tiene un triángulo?,A,1,ciencia,10,3,4,5
¿Cuál es el número atómico del oxígeno?,A,1,ciencia,10,8,16,32
¿En qué año tuvo lugar el primer alunizaje humano?,A,1,ciencia,10,1969,1979,1989
¿Cuál es la unidad de medida de la electricidad?,A,1,ciencia,10,Voltio,Amperio,Watio
¿Cuál es el proceso por el cual el agua se convierte en vapor?,A,1,ciencia,10,Ebullición,Evaporación,Condensación
¿Cuál es la ley de la gravitación universal formulada por Isaac Newton?,A,1,ciencia,10,"F=G*(m1*m2)/r^2","F=m*a","E=mc^2"
¿Cuál es el planeta más pequeño de nuestro sistema solar?,A,1,ciencia,10,Mercurio,Plutón,Marte
¿Cuál es la función principal de los riñones en el cuerpo humano?,A,1,ciencia,10,Filtrar la sangre,Producir insulina,Producir glóbulos rojos
¿Qué tipo de energía tiene un objeto en altura?,A,1,ciencia,10,Energía potencial,Energía cinética,Energía térmica
¿Cuál es el metal más abundante en la corteza terrestre?,A,1,ciencia,10,Aluminio,Hierro,Cobre
¿Qué gas es esencial para la fotosíntesis de las plantas?,A,1,ciencia,10,Dióxido de carbono,Oxígeno,Nitrógeno
¿Cuál es la ley de conservación de la masa?,A,1,ciencia,10,"La masa total de un sistema cerrado permanece constante","La masa puede cambiar en función de la temperatura","La masa se puede crear o destruir"
¿Cuál es la distancia promedio de la Tierra al Sol?,A,1,ciencia,10,149.6 millones de kilómetros,100 mil kilómetros,200 millones de kilómetros
¿Cuántos lados tiene un cuadrado?,A,1,ciencia,10,4,3,5
¿Cuál es la fuerza que mantiene a los planetas en órbita alrededor del Sol?,A,1,ciencia,10,Gravedad,Centrípeta,Centrífuga
¿Qué gas necesitan las plantas para realizar la fotosíntesis?,A,1,ciencia,10,Oxígeno,Dióxido de carbono,Nitrógeno
¿Cuántos huesos tiene el cuerpo humano en total?,A,1,ciencia,10,206,215,230
¿Qué gas compone la mayor parte de la atmósfera de la Tierra?,A,1,ciencia,10,Nitrógeno,Oxígeno,Dióxido de carbono
¿Cuál es la unidad básica de la vida?,A,1,ciencia,10,Célula,Átomo,Molécula
¿Qué tipo de energía tiene un objeto en movimiento?,A,1,ciencia,10,Energía cinética,Energía potencial,Energía térmica
¿Cuál es la capa más externa de la Tierra?,A,1,ciencia,10,Corteza,Manto,Núcleo
¿Cuál es la distancia promedio entre la Tierra y el Sol?,A,1,ciencia,10,149.6 millones de kilómetros,100 millones de kilómetros,200 millones de kilómetros
¿Cuál es la función principal de los pulmones?,A,1,ciencia,10,Respiración,Gestión del agua,Digestión
¿Cuál es el proceso por el cual las plantas convierten la luz solar en energía?,A,1,ciencia,10,Fotosíntesis,Respiración,Circulación
¿Cuál es la ley de la conservación de la energía?,A,2,ciencia,15,La energía no se crea ni se destruye solo se transforma,La energía total en un sistema siempre aumenta,La energía no puede ser medida
¿Qué científico formuló la teoría de la relatividad?,A,2,ciencia,15,Albert Einstein,Isaac Newton,Nikola Tesla
¿Cuántos elementos químicos hay en la tabla periódica actualmente?,A,2,ciencia,15,118,92,103
¿Cuál es el componente principal de la capa de ozono?,A,2,ciencia,15,Oxígeno,Ozono,Hidrógeno
¿En qué año se lanzó el primer satélite artificial el Sputnik 1?,A,2,ciencia,15,1957,1965,1949
¿Cuál es la unidad básica de la herencia genética?,A,2,ciencia,15,Gen,Ácido ribonucleico (ARN),Cromosoma
¿Cuál es el proceso mediante el cual las células convierten glucosa en energía?,A,2,ciencia,15,Respiración celular,Fotosíntesis,División celular
¿Qué teoría explica la evolución de las especies a lo largo del tiempo?,A,2,ciencia,15,Teoría de la evolución de Darwin,Teoría de la relatividad,Teoría cuántica
¿Cuál es la velocidad de la luz en el vacío?,A,2,ciencia,15,299.792 kilómetros por segundo,150.000 kilómetros por segundo,500.000 kilómetros por segundo
¿Qué es la teoría de la selección natural y quién la propuso?,A,2,ciencia,15,Charles Darwin,Isaac Newton,Galileo Galilei
¿Cuál es la diferencia entre una reacción química exotérmica y endotérmica?,A,2,ciencia,15,En una exotérmica se libera energía; en una endotérmica se absorbe energía,En una endotérmica se libera energía; en una exotérmica se absorbe energía,Ambas liberan la misma cantidad de energía
¿Qué es la entropía en termodinámica?,A,2,ciencia,15,Medida del desorden o caos en un sistema,Medida de la energía térmica total de un sistema,Medida de la presión en un sistema
¿Cuál es el proceso por el cual las estrellas generan energía?,A,2,ciencia,15,Fusión nuclear,Fisión nuclear,Reacción química
¿Cuál es el principio detrás de la resonancia en la física?,A,2,ciencia,15,La transferencia eficiente de energía entre sistemas,La anulación de ondas sonoras,La absorción total de luz
¿Cuál es el componente principal del sistema nervioso central?,A,2,ciencia,15,Cerebro,Médula espinal,Ganglios
¿Cuál es la función principal de los leucocitos en el sistema inmunológico?,A,2,ciencia,15,Combatir infecciones y enfermedades,Transportar oxígeno,Regular la temperatura corporal
¿Qué es un agujero negro?,A,2,ciencia,15,Una región del espacio con una gravedad tan intensa que nada puede escapar de ella,Un área donde la luz se acumula,Una región del espacio sin gravedad
¿Cuál es la diferencia entre un ácido y una base en química?,A,2,ciencia,15,Los ácidos liberan iones de hidrógeno en solución mientras que las bases liberan iones de hidróxido,Los ácidos liberan iones de hidróxido en solución mientras que las bases liberan iones de hidrógeno,Ambos liberan la misma cantidad de iones
¿Qué ley de la física establece que la fuerza aplicada a un objeto es igual a su masa multiplicada por su aceleración?,A,2,ciencia,15,Ley de Newton de la fuerza,Segunda ley de Newton,Ley de la conservación de la energía
¿Cuál es el componente principal del núcleo de un átomo?,A,2,ciencia,15,Protones,Neutrones,Electrones
¿Cuál es la diferencia entre una célula animal y una célula vegetal?,A,2,ciencia,15,La célula vegetal tiene una pared celular y cloroplastos,La célula animal tiene una membrana celular más gruesa,La célula animal tiene vacuolas más grandes
¿Qué es la ley de Boyle en la física de los gases?,A,2,ciencia,15,La presión de un gas es inversamente proporcional a su volumen a temperatura constante,La presión de un gas es directamente proporcional a su volumen a temperatura constante,La presión de un gas es independiente de su volumen
¿Cuál es la estructura básica de un virus?,A,2,ciencia,15,Ácido nucleico envuelto en proteínas,Membrana celular con núcleo,ADN y ARN en el citoplasma
¿Cuál es el proceso de conversión de un sólido directamente a gas sin pasar por el estado líquido?,A,2,ciencia,15,Sublimación,Evaporación,Fusión
¿Cuál es el nombre del proceso por el cual las células se dividen para formar dos células hijas idénticas?,A,2,ciencia,15,Mitosis,Meiosis,Fotosíntesis
¿Qué es un isótopo?,A,2,ciencia,15,Átomos de un elemento con el mismo número de protones pero diferente número de neutrones,Átomos de diferentes elementos con el mismo número de protones,Átomos con carga eléctrica
¿Cuál es la diferencia entre un sólido y un líquido en términos de la estructura molecular?,A,2,ciencia,15,Los sólidos tienen una estructura ordenada y los líquidos tienen una estructura menos ordenada,Los líquidos tienen una estructura ordenada y los sólidos tienen una estructura menos ordenada,Ambos tienen la misma estructura molecular
¿Cuál es la principal función de la enzima amilasa en el sistema digestivo?,A,2,ciencia,15,Descomponer el almidón en glucosa,Descomponer las proteínas en aminoácidos,Descomponer las grasas en ácidos grasos
¿Cuál es el nombre de la teoría que explica la expansión del universo desde un estado inicial extremadamente denso y caliente?,A,2,ciencia,15,Big Bang,Teoría de cuerdas,Teoría del caos
¿Cuál es el proceso mediante el cual las plantas obtienen agua y nutrientes del suelo?,A,2,ciencia,15,Transpiración,Asimilación,Photosíntesis
¿Qué tipo de reacción nuclear es responsable de la energía liberada en el sol?,A,2,ciencia,15,Fusión nuclear,Fisión nuclear,Desintegración radiactiva
¿Cuál es la función principal de los riñones en el cuerpo humano?,A,2,ciencia,15,Filtrar la sangre y eliminar productos de desecho,Producir insulina,Regular la temperatura corporal
¿Qué ley de la termodinámica establece que la energía total de un sistema aislado siempre se conserva?,A,2,ciencia,15,Primera ley de la termodinámica,Ley de Boyle,Segunda ley de la termodinámica
¿Cuál es el gas más abundante en la atmósfera de la Tierra?,A,2,ciencia,15,Nitrógeno,Oxígeno,Dióxido de carbono
¿Qué es la ley de la reflexión en óptica?,A,2,ciencia,15,El ángulo de incidencia es igual al ángulo de reflexión,El ángulo de incidencia es mayor que el ángulo de reflexión,El ángulo de incidencia es menor que el ángulo de reflexión
¿Cuál es el proceso de conversión de un gas a un líquido?,A,2,ciencia,15,Condensación,Evaporación,Sublimación
¿Cuál es el pH neutro en la escala de pH?,A,2,ciencia,15,7,5,10
¿Cuál es la función principal de la hemoglobina en la sangre?,A,2,ciencia,15,Transportar oxígeno,Combatir infecciones,Coagulación sanguínea
¿Qué es un electrón?,A,2,ciencia,15,Partícula subatómica con carga negativa,Partícula subatómica con carga positiva,Partícula subatómica sin carga
¿Cuál es la ley de la gravedad propuesta por Isaac Newton?,A,2,ciencia,15,Ley de la gravitación universal,Ley de Kepler,Ley de Boyle
¿Qué es la mitocondria y cuál es su función principal en las células?,A,2,ciencia,15,Orgánulo que produce energía a través de la respiración celular,Orgánulo encargado de la fotosíntesis,Orgánulo responsable de la síntesis de proteínas
¿Cuál es la estructura básica de un ácido nucleico?,A,2,ciencia,15,Cadena de nucleótidos,Secuencia de aminoácidos,Capa doble de fosfolípidos
¿Qué es el ADN y cuál es su función en las células?,A,2,ciencia,15,Material genético que contiene instrucciones para el desarrollo y funcionamiento de los organismos,Orgánulo encargado de la producción de energía,Estructura que transporta proteínas en la célula
¿Cuál es el nombre del proceso por el cual las plantas toman la energía del sol y la convierten en glucosa?,A,2,ciencia,15,Fotosíntesis,Respiración celular,Transpiración
¿Cuál es el componente principal del sistema nervioso periférico?,A,2,ciencia,15,Nervios,Encéfalo,Médula espinal
¿Qué es la teoría celular?,A,2,ciencia,15,Propuesta de que las células son la unidad básica de la vida,Teoría sobre el origen del universo,Explicación de la evolución biológica
¿Cuál es la unidad básica de la herencia genética en los seres vivos?,A,2,ciencia,15,Gen,Ácido ribonucleico (ARN),Cromosoma
¿Cuál es la diferencia entre un ácido y una base según la escala de pH?,A,2,ciencia,15,Los ácidos tienen un pH menor a 7 mientras que las bases tienen un pH mayor a 7,Los ácidos tienen un pH mayor a 7 mientras que las bases tienen un pH menor a 7,Ambos tienen el mismo pH
¿Cuál es el nombre del proceso por el cual el cuerpo humano regula la glucosa en la sangre?,A,2,ciencia,15,Homeostasis,Reacción química,Descomposición
¿Qué es un neutrón?,A,2,ciencia,15,Partícula subatómica sin carga eléctrica,Partícula subatómica con carga negativa,Partícula subatómica con carga positiva
¿Cuál es el proceso por el cual una célula se divide en dos células hijas idénticas?,A,2,ciencia,15,Mitosis,Meiosis,Fotosíntesis
¿Cuál es la principal función de la clorofila en las plantas?,A,2,ciencia,15,Capturar la luz solar para realizar la fotosíntesis,Regular el crecimiento celular,Transportar nutrientes
¿Qué es un isómero en química?,A,2,ciencia,15,Compuestos con la misma fórmula molecular pero diferente estructura,Compuestos que tienen la misma estructura molecular,Compuestos con diferentes fórmulas moleculares
¿Cuál es el componente principal de la capa de ozono?,A,2,ciencia,15,Oxígeno,Ozono,Hidrógeno
¿Cuál es la función principal de las enzimas en los organismos vivos?,A,2,ciencia,15,Facilitar y acelerar las reacciones químicas,Transportar oxígeno,Generar energía
¿Qué es la ley de la inercia?,A,2,ciencia,15,Un objeto en reposo tiende a permanecer en reposo y un objeto en movimiento tiende a permanecer en movimiento,La fuerza aplicada a un objeto es igual a la masa del objeto por su aceleración,La aceleración de un objeto es directamente proporcional a la fuerza neta aplicada sobre él
¿Cuál es el nombre de la molécula de almacenamiento de energía en las células?,A,2,ciencia,15,ATP (Adenosín Trifosfato),ADN (Ácido Desoxirribonucleico),ARN (Ácido Ribonucleico)
¿Cuál es el nombre del proceso por el cual un líquido se convierte en gas en la superficie?,A,2,ciencia,15,Ebullición,Vaporización,Condensación
¿Cuál es el componente principal de la membrana celular?,A,2,ciencia,15,Fosfolípidos,Proteínas,Glúcidos
¿Qué es la teoría de la relatividad especial de Einstein?,A,2,ciencia,15,Teoría que describe el movimiento a velocidades cercanas a la velocidad de la luz,Teoría que explica la gravedad,Teoría que describe la interacción electromagnética
¿Cuál es el proceso de conversión de glucosa en energía en ausencia de oxígeno?,A,2,ciencia,15,Fermentación,Respiración celular,Fotosíntesis
¿Cuál es la ley de Coulomb en física?,A,2,ciencia,15,Ley que describe la interacción entre cargas eléctricas, Ley que rige la presión de los gases, Ley que explica la reflexión de la luz
¿Cuál es el nombre del proceso por el cual las células se vuelven especializadas en una función particular?,A,2,ciencia,15,Diferenciación celular,Mitosis,Meiosis
¿Qué es la ley de la acción y reacción de Newton?,A,2,ciencia,15,Por cada acción hay una reacción igual y opuesta,La fuerza aplicada es directamente proporcional a la masa,La velocidad de un objeto en movimiento es constante
¿Cuál es el componente principal del sistema endocrino y qué función cumple?,A,2,ciencia,15,Glándulas,Producción y secreción de hormonas,Transporte de nutrientes
¿Cuál es la función de las válvulas en el sistema circulatorio?,A,2,ciencia,15,Evitar el retroceso de la sangre,Controlar el flujo de oxígeno,Regular la temperatura corporal
¿Cuál es el nombre del proceso por el cual los organismos obtienen energía directamente de las moléculas de glucosa?,A,2,ciencia,15,Respiración celular,Fotosíntesis,Transpiración
¿Cuál es el componente principal del sistema linfático y cuál es su función principal?,A,2,ciencia,15,Ganglios linfáticos,Defensa contra infecciones y enfermedades,Producción de insulina
¿Qué es un agente mutagénico?,A,2,ciencia,15,Sustancia que induce cambios genéticos,Proteína encargada de la replicación del ADN,Elemento que forma enlaces iónicos
¿Cuál es la diferencia entre un elemento y un compuesto en química?,A,2,ciencia,15,Los elementos son sustancias puras formadas por átomos del mismo tipo mientras que los compuestos son combinaciones de átomos de diferentes tipos,Los elementos son combinaciones de átomos de diferentes tipos mientras que los compuestos son sustancias puras formadas por átomos del mismo tipo,Ambos son lo mismo
